Hubald model simulation data
""
starting_time = Wed Sep 20 16:57:29 2023
finishing_time = Wed Sep 20 19:20:06 2023
elapsed_time = 8556.842414140701 s
starting_sats = 10000
sigma = 2000
active_percentage = 0.3
aLimits = [6570000, 8370000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 100
deorbits_per_timestep = 5

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments
873.0;0.0;4.0;23603.0;17233.0;6370.0;106550000.0;126200.0
876.0;0.0;4.0;23648.0;17280.0;6368.0;106600000.0;126400.0
879.0;0.0;4.0;23692.0;17326.0;6366.0;106700000.0;126800.0
882.0;0.0;4.0;23689.0;17326.0;6363.0;106800000.0;127200.0
885.0;0.0;4.0;23778.0;17417.0;6361.0;106850000.0;127400.0
888.0;0.0;4.0;23815.0;17458.0;6357.0;106850000.0;127400.0
891.0;0.0;4.0;23868.0;17513.0;6355.0;106850000.0;127400.0
894.0;0.0;4.0;23899.0;17548.0;6351.0;106850000.0;127400.0
897.0;0.0;4.0;23968.0;17619.0;6349.0;106900000.0;127600.0
900.0;0.0;4.0;24035.0;17688.0;6347.0;106900000.0;127600.0
903.0;0.0;4.0;24034.0;17689.0;6345.0;106950000.0;127800.0
906.0;0.0;4.0;24092.0;17749.0;6343.0;106950000.0;127800.0
909.0;0.0;4.0;24153.0;17812.0;6341.0;107050000.0;128200.0
912.0;0.0;4.0;24196.0;17855.0;6341.0;107050000.0;128200.0
915.0;0.0;4.0;24215.0;17874.0;6341.0;107050000.0;128200.0
918.0;0.0;4.0;24212.0;17873.0;6339.0;107050000.0;128200.0
921.0;0.0;4.0;24282.0;17944.0;6338.0;107100000.0;128400.0
924.0;0.0;4.0;24291.0;17952.0;6339.0;107250000.0;129000.0
927.0;0.0;4.0;24323.0;17985.0;6338.0;107300000.0;129200.0
930.0;0.0;4.0;24338.0;18003.0;6335.0;107300000.0;129200.0
933.0;0.0;4.0;24389.0;18057.0;6332.0;107450000.0;129800.0
936.0;0.0;4.0;24403.0;18075.0;6328.0;107500000.0;130000.0
939.0;0.0;4.0;24468.0;18143.0;6325.0;107600000.0;130400.0
942.0;0.0;4.0;24500.0;18177.0;6323.0;107600000.0;130400.0
945.0;0.0;4.0;24570.0;18249.0;6321.0;107600000.0;130400.0
948.0;0.0;4.0;24632.0;18311.0;6321.0;107600000.0;130400.0
951.0;0.0;4.0;24710.0;18393.0;6317.0;107600000.0;130400.0
954.0;0.0;4.0;24737.0;18420.0;6317.0;107600000.0;130400.0
957.0;0.0;4.0;24823.0;18508.0;6315.0;107600000.0;130400.0
960.0;0.0;4.0;24902.0;18588.0;6314.0;107650000.0;130600.0
963.0;0.0;4.0;24992.0;18678.0;6314.0;107700000.0;130800.0
966.0;0.0;4.0;25083.0;18771.0;6312.0;107700000.0;130800.0
969.0;0.0;4.0;25128.0;18816.0;6312.0;107700000.0;130800.0
972.0;0.0;4.0;25202.0;18893.0;6309.0;107750000.0;131000.0
975.0;0.0;4.0;25208.0;18902.0;6306.0;107750000.0;131000.0
978.0;0.0;4.0;25295.0;18994.0;6301.0;107850000.0;131400.0
981.0;0.0;4.0;25296.0;18994.0;6302.0;107850000.0;131400.0
984.0;0.0;4.0;25334.0;19033.0;6301.0;107950000.0;131800.0
987.0;0.0;4.0;25429.0;19130.0;6299.0;108000000.0;132000.0
990.0;0.0;4.0;25527.0;19227.0;6300.0;108050000.0;132200.0
993.0;0.0;4.0;25553.0;19256.0;6297.0;108050000.0;132200.0
996.0;0.0;4.0;25604.0;19307.0;6297.0;108100000.0;132400.0
999.0;0.0;4.0;25603.0;19307.0;6296.0;108150000.0;132600.0
1002.0;0.0;4.0;25690.0;19395.0;6295.0;108200000.0;132800.0
1005.0;0.0;4.0;25735.0;19444.0;6291.0;108300000.0;133200.0
1008.0;0.0;4.0;25787.0;19499.0;6288.0;108350000.0;133400.0
